cluster,LogID,ConcatenatedLog
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_567,QueryDirectory C:\Windows SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_568,CloseFile C:\ SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_569,CreateFile C:\Windows SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_570,QueryDirectory C:\Windows\system32 SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_571,CloseFile C:\Windows SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_572,CreateFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_573,QueryBasicInformationFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_574,CloseFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_575,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale REPARSE C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_576,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_577,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-US NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_578,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_579,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale REPARSE C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_580,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_581,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-US NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_582,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale SUCCESS C:\svchost.exe  /c echo T1105
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_583,QueryDeviceInformationVolume \\localhost\c$\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_584,WriteFile \\localhost\c$\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_585,QueryStandardInformationFile C:\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_586,QueryStandardInformationFile C:\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_587,WriteFile C:\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_588,Thread Exit SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_589,Thread Exit SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_590,RegCloseKey HKLM\SOFTWARE\Microsoft\Ole SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_591,RegCloseKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_592,Thread Exit SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_593,Process Exit SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_594,RegOpenKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_595,RegQueryValue HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106\\Device\HarddiskVolume3\svchost.exe NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_596,RegCloseKey HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4065680934-2604657585-3199708412-1106 SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_597,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_598,CloseFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_599,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_600,RegCloseKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_601,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
